page,review_text
7,"Độ tuổi sử dụng: 3 tuổi Bao bì/Mẫu mã: đẹp Chất lượng sản phẩm: oke Xe sz 14 dành cho bé 3 tuổi trở lên, xe đẹp chắc chắn 0:13 2 l_b_thy"
7,"Chất lượng: tốt Độ tuổi sử dụng: 2 đến 6 tuổi Xe đẹp, cứng cáp,chắc chắn. Dễ lắp đặt. Đặt lấy rẻ hơn vài trăm so với mua ở cửa hàng. Chất lượng như nhau 0:22"
7,"Bao bì/Mẫu mã: 12 Độ tuổi sử dụng: 2 tuổi Chất lượng sản phẩm: xuất sắc Đóng gói cẩn thận. Hàng gửi nhanh. Chất lượng đẹp hơn mong đợi. Đặc biệt giá rẻ hơn bên ngoài rất nhiều . cho 10 đ+ 29 v1el4d7k5h"
7,"Độ tuổi sử dụng: 4 tuổi Bao bì/Mẫu mã: đẹp Chất lượng sản phẩm: sp oke mình là con gái nhưng mình vẫn tự lắp và lắp cũng khá dễ dàng 0:09 1 kkxdyie"
7,"Độ tuổi sử dụng: 2-3 tuổi Bao bì/Mẫu mã: đẹp Chất lượng sản phẩm: ok Shop đóng hàng và ship nhanh như 1 cơn gió. gói hàng cẩn thận.mẫu mả như hình.bé nhà mình rất thích. sẽ ủng hộ shop trong lần tiếp theo 0:13"
7,"Chất lượng: ok Độ tuổi sử dụng: 4_6t Ok nbha khung chắc chắn đẹp nhìu so vơi gia fhanb nha"" se gioi thieu mn mua thdem nb 0:07 0:12"
8,"Chất lượng sản phẩm: chất lượng sản phẩm ổn so với tầm giá Bao bì/Mẫu mã: đóng gói cẩn thận chắc chắn ship đến nơi không bị xước vỡ Độ tuổi sử dụng: cho bé từ 3 tuổi Mình xăm được trên like giá khá là rẻ 0:05"
8,"Bao bì/Mẫu mã: dep Chất lượng sản phẩm: ok Độ tuổi sử dụng: 3-7 tươi Giao hàng nhanh giá phù họp rẻ nên mua cho bé đi dễ lắp ráp nhanh gọn bé thích lắm shop 5 sao quá tuyệt vời 🫰🫰🫰 0:11"
8,"Đã nhận được hàng shop đóng gói cẩn thận và giao hàng nhanh. Xe đạp cho bé yêu chắc chấn và màu sắc đẹp. Nói chung rất ok 0:13"
8,"Bao bì/Mẫu mã: đóng gói ổn Chất lượng sản phẩm: tốt Độ tuổi sử dụng: bé cao khoản 1m1 trở lên Sẽ giới thiệu anh em bạn bè ủng hộ shop 0:07"
8,"Độ tuổi sử dụng: 2 đến 4 tuổi Chất lượng sản phẩm: ok Giá cả hợp lí nên mua nha mọi người, nếu mà mua ở ngoài thì chắc mắc hơn hong được giá này đâu 🥰🥰🥰 0:10"
8,"Bao bì/Mẫu mã: chắc chắn đẹp Chất lượng sản phẩm: tốt Độ tuổi sử dụng: 2t trở lên Xe đẹp, chắc chắn, gửi vào TP.HCM xa nhưng hàng còn nguyên vẹn không móp méo gì hết. Bé thích lắm cứ leo lên xe suốt. Có điều về đưa ra tiệm nhờ lắp cho nhanh. Mình tự lắp cả tiếng đồng hồ. 3 1 2 6 7 8 9 10 CÁC SẢN PHẨM KHÁC CỦA SHOP Xem Tất Cả Xe đạp HB 209 cho bé trai từ 3- 10 tuổi 879.000 ₫ 4.6 909 đã bán [VOUCHER LIVE 100K] Xe đạp cho bé gái Jin hu -Jin Hao từ 2 -6 tuổi đủ size 12-14-16 inch 719.000 ₫ 4.7 10k+ đã bán Xe Mô tô cho bé R1000 có đèn nhạc, full hộp, tặng kèm sạc 830.000 ₫ 4.7 2k+ đã bán Xe máy điện thể thao cho bé mẫu mới 5388 có bàn đạp ga, tặng kèm sạc cho bé từ 1-3 tuổi_KHO SỈ HÒA ĐỖ 435.000 ₫ 4.6 2k+ đã bán Xe mô tô thể thao 3 bánh có bàn đạp chân ga mã 609 Đồ Chơi 635.000 ₫ 4.8 2k+ đã bán Cầu trượt khủng long đáng yêu cho bé đủ màu _KHO SỈ HOA ĐỖ 449.000 ₫ 4.8 434 đã bán Xe cẩu chòi chân có đèn nhạc cho bé từ 1-5 tuổi cao cấp_KHO SỈ HOA ĐỖ 205.000 ₫ 4.7 2k+ đã bán [VOUCHER LIVE 100K ] Xe đạp XA MING cho bé gái size từ 3 đến 10 tuổi, có ốp xích, giỏ đồ và gác baga 1.039.000 ₫ 4.7 5k+ đã bán Xe Ô tô điện trẻ em 808 kiểu dáng BMW bé tự lái có điều khiển từ xa 1.025.000 ₫ 4.8 601 đã bán Bể Bơi Phao Tại Nhà Gấp Gọn Bể Cao Su Cho Bé 3 Tầng Đáy 2 Lớp Chống Trượt An Toàn 210.000 ₫ 4.9 986 đã bán Bóng Banh Nhựa Đồ Chơi Cho Bé 50.000 ₫ 4.9 3k+ đã bán Xe cần cẩu điện, xe máy xúc điện cho bé cỡ đại có nhạc có đèn loại mới cao cấp_KHO SỈ HOA ĐỖ 595.000 ₫ 4.8 2k+ đã bán Xe đạp ba bánh cho trẻ em - xe chòi chân, thăng bằng BABY HAPPY 399.000 ₫ 4.8 304 đã bán Xe đạp địa hình thể thao GÁC ĐỀ Trẻ em 7- 15 tuổi Size 20-22-24inh đầy đủ gác ba ga giỏ đồ bình nước 1.399.000 ₫ 4.7 1k+ đã bán Xe máy điện trẻ em hầm hố mã 9199, bé nhấn chân ga, có sạc điện và bình ắc quy 6v, cho bé từ 1-5 tuổi 545.000 ₫ 5.0 1k+ đã bán Xe tập đi cao cấp 611 có vô lăng đồ chơi, điều chỉnh chiều cao, tặng kèm lót chân và cán đẩy 625.000 ₫ 4.9 701 đã bán Đồ chơi Con Cua có nhạc và đèn phát sáng (không kèm pin) 49.000 ₫ 4.9 3k+ đã bán Xe đạp xích lô 2 ghế ngồi đệm da cho bé cao cấp_KHO SỈ HOA ĐỖ 389.000 ₫ 4.7 1k+ đã bán Thảm xốp gấp gọn XPE phủ silicon 2 mặt cao cấp m8x2m cho bé chơi thoải mái gấp gọn cao cấp_KHO SỈ HOA ĐỖ 129.000 ₫ 4.8 1k+ đã bán Ngựa bập bênh kết hợp xe chòi chân cao cấp_KHO SỈ HOA ĐỖ 189.000 ₫ 4.7 4k+ đã bán Xe Ô Tô Bập Bênh Chòi Chân 2in1 Cao Cấp cho bé từ 1-5 tuổi 209.000 ₫ 5.0 105 đã bán Xe chòi chân hình thỏ 255 có đèn nhạc dễ thương cho bé cao cấp_KHO SỈ HOA ĐỖ 215.000 ₫ 4.9 2k+ đã bán Xe máy điện cho bé model 618B có bàn đạp chân ga kiểu dáng cổ điển, sang trọng, thanh lịch, kèm theo củ sạc 950.000 ₫ 4.9 991 đã bán Xe ô tô điện cho bé Rubbion 9188 hàng 2 động cơ, có điều khiển từ xa, trọng tải 30kg, có kèm sạc 1.749.000 ₫ 4.7 536 đã bán CÓ THỂ BẠN CŨNG THÍCH -22% Xe đạp trẻ em JINBAO NAM 12inch 14inch 16inch 4.7 689.000 ₫ Đã bán 41 -9% Xe đạp trẻ em cho bé gái bé trai 100 mẫu từ 2 tuổi đến 10 tuổi bảo hành 24 tháng Mã MGS1 4.9 1.090.000 ₫ Đã bán 10k+ -34% Máy massage cổ vai gáy xung điện - miếng dán massage mini sung điện toàn thân 4.5 9.900 ₫ Đã bán 100k+ XE ĐẠP DÀNH CHO BÉ TRAI TỪ 2-6TUỔI SIZE 12-14- 16 INCH 4.6 720.000 ₫ Đã bán 1k+ -27% Xe đạp trẻ em 2 bánh Let's Go - Nhựa Đại Phát Tài- 12 inches- 2212XLG2B - dành cho trẻ 2-5 tuổi 4.8 588.000 ₫ Đã bán 525 -35% [ HỎA TỐC ] Quạt mini để bàn tích điện 5 mức độ có đèn led pin 5000 MHA Và 10000 MHA - PLSHARK 4.6 65.000 ₫ Đã bán 10k+ -39% Combo 2 quần short đùi thể thao THÁI KHANG loại quần đùi ngắn 2 túi thoải mái QUAN06 4.8 97.000 ₫ Đã bán 1k+ -7% Xe đạp trẻ em, xe đạp địa hình bé trai đủ size 12-20, hàng full box_Hulk.Kids 4.7 930.000 ₫ Đã bán 10k+ XE ĐẠP DÀNH CHO BÉ TRAI TỪ 2-7TUỔI SIZE 12-14-16 INCH 4.9 720.000 ₫ Đã bán 2k+ -1% SET 3 CUỘN TÚI ĐỰNG RÁC TỰ PHÂN HỦY SINH 55x65 cm 4.7 13.490 ₫ Đã bán 600k+ CÁC SET QUÀ GIÁ RẺ TẶNG HỌC SINH SIÊU ĐẸP VÀ TIẾT KIỆM 4.7 8.900 ₫ Đã bán 10k+ -7% Xe đạp cho bé.xe đạp địa hình MILEDI 209 cho bé trai full màu đủ size từ 12-20,hàng full hộp BABY STORE 4.5 929.000 ₫ Đã bán 1k+ -51% Thắt lưng mặt xoay nam thắt lưng nam cao cấp thời trang dây nịt da khóa tự động X003 4.8 37.000 ₫ Đã bán 100k+ -35% Nạo inox 304 Đa Năng 3 In 1 Nạo Gọt Rau Củ Quả Bào Sợi Siêu Sắc không rỉ 4.7 9.697 ₫ Đã bán 80k+ [Hỏa tốc] Xe đạp trẻ em 2 bánh LET'S GO cho bé trai,gái 2-3-4-5 tuổi Size 12-14inch 4.8 640.000 ₫ Đã bán 1k+ -48% Sạc dự phòng dosen nhiều tùy chọn dung lượng tích hợp màn hình led 4.8 201.727 ₫ Đã bán 40k+ -4% Xe đạp JINTONG cho bé ghế sau tựa lưng phong cách 5.0 796.800 ₫ Đã bán 15 -2% Xe đạp cho bé gái từ 2 - 6 tuổi đủ size 12-14-16 inch 4.9 834.000 ₫ Đã bán 7k+ -9% Xe đạp cho bé, xe đạp trẻ em Belly Baby XTE-01 có đèn led, phanh kép an toàn, bánh căm ( TẶNG KÈM GIỎ XE ) 4.7 1.274.000 ₫ Đã bán 2k+ -13% Xe đạp TẬP ĐI-1 KHUNG cao cấp cho bé gái TẶNG KÈM BÁNH PHỤ xe đạp trẻ em 4.7 649.900 ₫ Đã bán 2k+ -2% Xe đạp địa hình cho bé JINBAO, XAMING size 12-20, hàng full box siêu chắc chắn và bền đẹp cho bé 4.8 882.000 ₫ Đã bán 4k+ -26% xe đạp trẻ em Beige,xe đạp,xe đạp cho bé 5-12 tuổi,xe đạp thể thao trẻ em 4.8 812.502 ₫ Đã bán 548 -45% [VOUCHER LIVE 100K] Xe đạp cho bé gái Jin hu -Jin Hao từ 2 -6 tuổi đủ size 12-14-16 inch #ShopThinhHanh 4.7 719.000 ₫ Đã bán 10k+ -12% Xe đạp BÁNH PHỤ cao cấp bé trai-Xe đạp trẻ em khung thép lốp hơi 4.8 650.900 ₫ Đã bán 903 xE ĐẠP THỂ THAO MẪU MỚI KÈM GIỎ VÀ GÁC BABA THEO XE 4.6 975.000 ₫ Đã bán 761 -42% Xe máy điện trẻ em RR1000 cho bé từ 1 - 5 tuổi, có nhạc đèn đầy đủ, kèm sạc điện, Bảo hành 6 tháng lỗi 1 đổi 1 4.8 525.000 ₫ Đã bán 6k+ -41% Xe đạp HB 209 cho bé trai từ 3- 10 tuổi #ShopThinhHanh 4.6 879.000 ₫ Đã bán 909 -33% Xe đạp trẻ em Babibo Kids, xe đạp địa hình cho bé trai từ 3-10 có đèn Led khung thép chắc chắn 4.6 1.005.000 ₫ Đã bán 1k+ -26% Xe đạp xích lô 2 ghế ngồi đệm da cho bé cao cấp_KHO SỈ HOA ĐỖ #ShopThinhHanh 4.7 389.000 ₫ Đã bán 1k+ Xe đạp cho bé gái từ 2-3-4 tuổi đến 9 tuổi, Xe đạp trẻ em Xaming hàng chính hãng HCK 699.000 ₫ Đã bán 155 -2% Xe Mô tô cho bé R1000 có đèn nhạc, full hộp, tặng kèm sạc #ShopThinhHanh 4.7 830.000 ₫ Đã bán 2k+ -1% Xe đạp địa hình bé trai MILEDI 209 size 12-20, hàng full box BABY STORE 4.9 889.000 ₫ Đã bán 7k+ -45% [ Ȟỏa Tốc 2H] Cầu trượt khủng long cho bé từ 1-7 tuổi Tặng kèm khung bóng rổ và bóng, Minhnhi.Kid 4.8 359.000 ₫ Đã bán 5k+ -41% Xe đạp địa hình thể thao cho bé 6-15 tuổi Size 20-22-24inh đầy đủ gác baga jinbao có giỏ bình nước 4.7 1.484.000 ₫ Đã bán 7k+ -4% Mẫu mới (có đệm ghế sau) Xe đạp cho bé, xe đạp trẻ em XAMING nam, nữ GIỎ MÂY VIP 4.8 1.019.000 ₫ Đã bán 7k+ -18% [TẶNG MŨ BH]Xe đạp ĐUÔI CỜ THỂ THAO bé trai cao cấp có mũ có bình nước Xe đạp trẻ em xe đạp bánh phụ 4.7 750.000 ₫ Đã bán 496 Xe Đạp Trẻ Em Thể Thao 12 - 14 inch K110 Future Nhựa Chợ Lớn Dành Cho Bé Từ 3 - 5 Tuôi 4.6 602.000 ₫ Đã bán 130 -29% Xe Cẩu Điện Trẻ Em Cỡ Lớn, Có Thể Di Chuyển Tiến Lùi, Điều Chỉnh Cần Múc Phù Hợp Cho Bé 2-6 Tuổi SMDT-AAA-109 4.9 713.000 ₫ Đã bán 8k+ Xe đạp trẻ em 12 - 14 inch K108 Nhựa Chợ Lớn xe đạp kiểu cơ bản dành cho bé từ 3 - 5 tuổi 4.6 582.000 ₫ Đã bán 97 -21% Xe máy điện cho trẻ em 1-6 tuổi có đèn nhạc bàn đạp ga 618 4.9 589.000 ₫ Đã bán 429 Xe đạp trẻ em cao cấp đáng địa hình cho bé 3-10 tuổi có kèm gacbaga và giỏ xe 4.7 939.000 ₫ Đã bán 601 -2% Xe beiquiton có yên vành nan-XE ĐẠP TRẺ EM-XE CHO BÉ 2-12 TUỔi 4.8 1.270.000 ₫ Đã bán 1k+ -13% Xe đạp TẬP ĐI-1 KHUNG cao cấp cho bé gái TẶNG KÈM BÁNH PHỤ xe đạp trẻ em 4.8 699.000 ₫ Đã bán 755 Xe đạp Beiqitong vành nan có yên sau cho bé từ 2-10 tuổi 4.9 1.290.000 ₫ Đã bán 561 -24% Xe đạp trẻ em, xe đạp mẫu địa hình có gacbag Jinhu cho bé từ 2-10 tuổi- Babibokids 4.7 915.000 ₫ Đã bán 5k+ -27% Xe Đạp Trẻ Em 2 Bánh 12inch Cho Bé 2-4 Tuổi – Màu Sắc Rực Rỡ – Hàng Chính Hãng Nhựa Đại Phát Tài 4.7 588.000 ₫ Đã bán 609 -8% Xe đạp Địa Hình có cờ cho các bé từ 2 tuổi 4.7 719.300 ₫ Đã bán 1k+ -1% Set 8 Dụng cụ mát xa da mặt, da đầu chống lão hóa, thư giãn nâng cơ và săn chắc da 4.9 150.000 ₫ Đã bán 492 Xem Thêm Mã giảm giá của Shop Giảm 18k₫ Đơn Tối Thiểu 99k₫ Sản phẩm nhất định Đã dùng 66%, Sắp hết hạn: Còn 15 giờ Lưu 3 Giảm 18k₫ Đơn Tối Thiểu 110k₫ Sản phẩm nhất định Sắp hết hạn: Còn 15 giờ Lưu 3 Giảm 70k₫ Đơn Tối Thiểu 500k₫ Đã dùng 95%, HSD: 31.05.2026 Lưu 5 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
9,"Chất lượng sản phẩm: đúng Độ tuổi sử dụng: 3-5tuổi Bao bì/Mẫu mã: dễ lắp ráp bé rất thích hôm đấy săn sale giá hời còn có 4xx rẻ hơn cả trăm 0:15"
9,"Độ tuổi sử dụng: 3-6 Bao bì/Mẫu mã: duoc Chất lượng sản phẩm: tot Shop giao hàng cũng khá nhanh. Đóng gói cẩn thận. Xe cũng rất dễ ráp. Với giá này hời so với mua ngoài tiệm chỉ là chịu khó lắp ráp thì xe cứng cáp mà rẻ hơn nhiều. Em bé rất thích rất phù hợp cho các bé đang tập chạy chơi chơi 0:06"
9,"Chất lượng sản phẩm: tot Độ tuổi sử dụng: 4 tuổi Bao bì/Mẫu mã: 14 inch Không nghĩ là lại nhận được hàng nhanh đến thế, 3 ngày là nhận được xe rồi. Nhận xong bất ngờ vì mua được hàng đẹp mà giá hợp lý. Sẽ ủng hộ shop lần sau nữa hihi 0:09"
9,"Độ tuổi sử dụng: 3 tuổi Chất lượng sản phẩm: tốt Bao bì/Mẫu mã: đẹp Shop giao nhanh,xe giao đúng màu,thích hợp cho bé 3 tuổi trở lên 0:08"
9,"Bao bì/Mẫu mã: đóng gói cần thận , hàng không bị móp , méo ; đúng mẫu mã đặt hàng Chất lượng sản phẩm: rất ưng ý với sản phẩm hy vọng là sẽ tốt , bền . Độ tuổi sử dụng: trẻ từ 4 đến 6 tuổi . 0:48"
9,"Độ bền: xe dap chac chan l Tiện ích: tien ich giup cho be di xe Thiết kế: xe dap nhu mau Hàng giao nhanh, săn đc giá rẻ, lắp dễ dàng, sẽ uhho shop tiếp theo 0:12 0:05"
10,"Sản phẩm nhận được rất nhiều lời khen ngợi từ bạn bè và người thân. Ấn tượng với sản phẩm. Giao hàng nhanh, đúng hẹn. Sản phẩm an toàn và chất lượng. Sẽ tiếp tục ủng hộ cửa hàng và sản phẩm này trong tương lai 0:13 1 t*****3"
10,"Chất lượng sản phẩm: tot Bao bì/Mẫu mã: can than Độ tuổi sử dụng: 2t Giá hợp lý. Mua cho trẻ con tập đi. Khá chắc chắn. Đã mua 1 c xanh 1 c đỏ rất hài lòng 0:07"
10,"Chất lượng sản phẩm: tot Bao bì/Mẫu mã: tot Độ tuổi sử dụng: tot Giao hàng nhanh chóng dung hen Nhất định ung ho lan sau Người giao nhiet tinh than thien Đúng rồi anh quang trên shoppee 0:05"
10,"Bao bì/Mẫu mã: đẹp Xe đạp đẹp nha, ráp lên bé nhà rất thích, xe cũng rất chắc chắn, giá rất hợp lý, thank shop"
10,"Độ tuổi sử dụng: bé mình 4 tuổi Chất lượng sản phẩm: ok Bao bì/Mẫu mã: xe Bé 4 tuổi cao đúng 1m chạy 16 inch vừa. Mọi người tham khảo 0:05"
